wdNumber,docNumber,lease,category,amount,periodStart,periodEnd,submittedDate,unit,comment,company,supplier,arrangement,invoicing
SINV-353331,2631000869,20190311,Rental,179730.78,2025-10-01,2025-12-31,2025-08-09,10040124,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353331,2631000869,20190311,Rental,179730.78,2025-10-01,2025-12-31,2025-08-09,10040125,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353331,2631000869,20190311,Rental,179730.78,2025-10-01,2025-12-31,2025-08-09,10040129,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353331,2631000869,20190311,Rental,179730.78,2025-10-01,2025-12-31,2025-08-09,10040130,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353331,2631000869,20190311,Rental,179730.78,2025-10-01,2025-12-31,2025-08-09,10040161,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353331,2631000869,20190311,Rental,179730.78,2025-10-01,2025-12-31,2025-08-09,10040880,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353331,2631000869,20190311,Rental,179730.78,2025-10-01,2025-12-31,2025-08-09,10040936,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353331,2631000869,20190311,Rental,179730.78,2025-10-01,2025-12-31,2025-08-09,10040937,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353331,2631000869,20190311,Rental,179730.78,2025-10-01,2025-12-31,2025-08-09,10040938,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353331,2631000869,20190311,Rental,179730.78,2025-10-01,2025-12-31,2025-08-09,10040939,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353331,2631000869,20190311,Rental,179730.78,2025-10-01,2025-12-31,2025-08-09,10040940,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353331,2631000869,20190311,Rental,179730.78,2025-10-01,2025-12-31,2025-08-09,10040941,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353331,2631000869,20190311,Rental,179730.78,2025-10-01,2025-12-31,2025-08-09,10040942,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353331,2631000869,20190311,Rental,179730.78,2025-10-01,2025-12-31,2025-08-09,10040943,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353331,2631000869,20190311,Rental,179730.78,2025-10-01,2025-12-31,2025-08-09,10040944,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353331,2631000869,20190311,Rental,179730.78,2025-10-01,2025-12-31,2025-08-09,10040945,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353331,2631000869,20190311,Rental,179730.78,2025-10-01,2025-12-31,2025-08-09,10040946,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353331,2631000869,20190311,Rental,179730.78,2025-10-01,2025-12-31,2025-08-09,10040947,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353331,2631000869,20190311,Rental,179730.78,2025-10-01,2025-12-31,2025-08-09,10040948,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353331,2631000869,20190311,Rental,179730.78,2025-10-01,2025-12-31,2025-08-09,10040949,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353331,2631000869,20190311,Rental,179730.78,2025-10-01,2025-12-31,2025-08-09,10040950,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353331,2631000869,20190311,Rental,179730.78,2025-10-01,2025-12-31,2025-08-09,10040951,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353331,2631000869,20190311,Rental,179730.78,2025-10-01,2025-12-31,2025-08-09,10040952,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353331,2631000869,20190311,Rental,179730.78,2025-10-01,2025-12-31,2025-08-09,10040953,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353331,2631000869,20190311,Rental,179730.78,2025-10-01,2025-12-31,2025-08-09,10040954,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353331,2631000869,20190311,Rental,179730.78,2025-10-01,2025-12-31,2025-08-09,10040955,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353331,2631000869,20190311,Rental,179730.78,2025-10-01,2025-12-31,2025-08-09,10040956,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353331,2631000869,20190311,Rental,179730.78,2025-10-01,2025-12-31,2025-08-09,10040957,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353331,2631000869,20190311,Rental,179730.78,2025-10-01,2025-12-31,2025-08-09,10040959,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353331,2631000869,20190311,Rental,179730.78,2025-10-01,2025-12-31,2025-08-09,10040960,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353331,2631000869,20190311,Rental,179730.78,2025-10-01,2025-12-31,2025-08-09,10040961,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353331,2631000869,20190311,Rental,179730.78,2025-10-01,2025-12-31,2025-08-09,10040962,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353331,2631000869,20190311,Rental,179730.78,2025-10-01,2025-12-31,2025-08-09,10040963,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353331,2631000869,20190311,Rental,179730.78,2025-10-01,2025-12-31,2025-08-09,10040964,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353331,2631000869,20190311,Rental,179730.78,2025-10-01,2025-12-31,2025-08-09,10040965,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353331,2631000869,20190311,Rental,179730.78,2025-10-01,2025-12-31,2025-08-09,10040966,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353331,2631000869,20190311,Rental,179730.78,2025-10-01,2025-12-31,2025-08-09,10040967,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353331,2631000869,20190311,Rental,179730.78,2025-10-01,2025-12-31,2025-08-09,10040968,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353331,2631000869,20190311,Rental,179730.78,2025-10-01,2025-12-31,2025-08-09,10043325,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353182,2631000862,20190311,Rental,5098.59,2025-10-01,2025-12-31,2025-08-10,10043590,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353331,2631000869,20190311,Rental,179730.78,2025-10-01,2025-12-31,2025-08-09,10044866,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353258,2631000867,20190311,Rental,23818.62,2025-10-01,2025-12-31,2025-08-09,10044872,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353258,2631000867,20190311,Rental,23818.62,2025-10-01,2025-12-31,2025-08-09,10045480,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353362,2631000871,20190311,Rental,14262.48,2025-10-01,2025-12-31,2025-08-09,10046122,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353253,2631000866,20190311,Rental,7478.76,2025-10-01,2025-12-31,2025-08-09,10861924,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353258,2631000867,20190311,Rental,23818.62,2025-10-01,2025-12-31,2025-08-09,10865618,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353351,2631000870,20240220,Rental,12193.65,2025-10-01,2025-12-31,2025-08-09,10046750,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353467,2631000872,CO20220225,Rental,55894.5,2025-10-01,2025-12-31,2025-10-10,10031514,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353467,2631000872,CO20220225,Rental,55894.5,2025-10-01,2025-12-31,2025-10-10,10036444,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353467,2631000872,CO20220225,Rental,55894.5,2025-10-01,2025-12-31,2025-10-10,10036445,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353467,2631000872,CO20220225,Rental,55894.5,2025-10-01,2025-12-31,2025-10-10,10036446,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353467,2631000872,CO20220225,Rental,55894.5,2025-10-01,2025-12-31,2025-10-10,10036447,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353467,2631000872,CO20220225,Rental,55894.5,2025-10-01,2025-12-31,2025-10-10,10036448,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353467,2631000872,CO20220225,Rental,55894.5,2025-10-01,2025-12-31,2025-10-10,10036449,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353467,2631000872,CO20220225,Rental,55894.5,2025-10-01,2025-12-31,2025-10-10,10036450,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353467,2631000872,CO20220225,Rental,55894.5,2025-10-01,2025-12-31,2025-10-10,10036451,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353467,2631000872,CO20220225,Rental,55894.5,2025-10-01,2025-12-31,2025-10-10,10036452,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353467,2631000872,CO20220225,Rental,55894.5,2025-10-01,2025-12-31,2025-10-10,10036454,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353467,2631000872,CO20220225,Rental,55894.5,2025-10-01,2025-12-31,2025-10-10,10036457,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353467,2631000872,CO20220225,Rental,55894.5,2025-10-01,2025-12-31,2025-10-10,10036464,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353467,2631000872,CO20220225,Rental,55894.5,2025-10-01,2025-12-31,2025-10-10,10036465,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353467,2631000872,CO20220225,Rental,55894.5,2025-10-01,2025-12-31,2025-10-10,10036466,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353467,2631000872,CO20220225,Rental,55894.5,2025-10-01,2025-12-31,2025-10-10,10036467,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353467,2631000872,CO20220225,Rental,55894.5,2025-10-01,2025-12-31,2025-10-10,10038995,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353467,2631000872,CO20220225,Rental,55894.5,2025-10-01,2025-12-31,2025-10-10,10044843,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353467,2631000872,CO20220225,Rental,55894.5,2025-10-01,2025-12-31,2025-10-10,10045861,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353467,2631000872,CO20220225,Rental,55894.5,2025-10-01,2025-12-31,2025-10-10,10045862,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353467,2631000872,CO20220225,Rental,55894.5,2025-10-01,2025-12-31,2025-10-10,10045863,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353467,2631000872,CO20220225,Rental,55894.5,2025-10-01,2025-12-31,2025-10-10,10045864,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353467,2631000872,CO20220225,Rental,55894.5,2025-10-01,2025-12-31,2025-10-10,10045865,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353467,2631000872,CO20220225,Rental,55894.5,2025-10-01,2025-12-31,2025-10-10,10045866,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353467,2631000872,CO20220225,Rental,55894.5,2025-10-01,2025-12-31,2025-10-10,10045867,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353467,2631000872,CO20220225,Rental,55894.5,2025-10-01,2025-12-31,2025-10-10,10045868,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353467,2631000872,CO20220225,Rental,55894.5,2025-10-01,2025-12-31,2025-10-10,10865387,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353467,2631000872,CO20220225,Rental,55894.5,2025-10-01,2025-12-31,2025-10-10,20000566,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353467,2631000872,CO20220225,Rental,55894.5,2025-10-01,2025-12-31,2025-10-10,20000567,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353467,2631000872,CO20220225,Rental,55894.5,2025-10-01,2025-12-31,2025-10-10,20000569,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353197,2631000863,CO20220518,Rental,9244.44,2025-10-01,2025-12-31,2025-08-10,10024552,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353197,2631000863,CO20220518,Rental,9244.44,2025-10-01,2025-12-31,2025-08-10,10036348,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353197,2631000863,CO20220518,Rental,9244.44,2025-10-01,2025-12-31,2025-08-10,10044819,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353197,2631000863,CO20220518,Rental,9244.44,2025-10-01,2025-12-31,2025-08-10,10044827,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353197,2631000863,CO20220518,Rental,9244.44,2025-10-01,2025-12-31,2025-08-10,10044828,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353197,2631000863,CO20220518,Rental,9244.44,2025-10-01,2025-12-31,2025-08-10,10044829,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353197,2631000863,CO20220518,Rental,9244.44,2025-10-01,2025-12-31,2025-08-10,10044831,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353197,2631000863,CO20220518,Rental,9244.44,2025-10-01,2025-12-31,2025-08-10,10044832,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353197,2631000863,CO20220518,Rental,9244.44,2025-10-01,2025-12-31,2025-08-10,10044833,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353197,2631000863,CO20220518,Rental,9244.44,2025-10-01,2025-12-31,2025-08-10,10044834,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353197,2631000863,CO20220518,Rental,9244.44,2025-10-01,2025-12-31,2025-08-10,10044835,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353197,2631000863,CO20220518,Rental,9244.44,2025-10-01,2025-12-31,2025-08-10,10044836,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353197,2631000863,CO20220518,Rental,9244.44,2025-10-01,2025-12-31,2025-08-10,10044870,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353197,2631000863,CO20220518,Rental,9244.44,2025-10-01,2025-12-31,2025-08-10,10044876,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353231,2631000865,CO20220520,Rental,69255.57,2025-10-01,2025-12-31,2025-08-09,10045946,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353231,2631000865,CO20220520,Rental,69255.57,2025-10-01,2025-12-31,2025-08-09,10006467,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353231,2631000865,CO20220520,Rental,69255.57,2025-10-01,2025-12-31,2025-08-09,10007385,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353231,2631000865,CO20220520,Rental,69255.57,2025-10-01,2025-12-31,2025-08-09,10045052,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353231,2631000865,CO20220520,Rental,69255.57,2025-10-01,2025-12-31,2025-08-09,10045918,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353231,2631000865,CO20220520,Rental,69255.57,2025-10-01,2025-12-31,2025-08-09,10045919,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353231,2631000865,CO20220520,Rental,69255.57,2025-10-01,2025-12-31,2025-08-09,10045920,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353231,2631000865,CO20220520,Rental,69255.57,2025-10-01,2025-12-31,2025-08-09,10045921,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353231,2631000865,CO20220520,Rental,69255.57,2025-10-01,2025-12-31,2025-08-09,10045922,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353231,2631000865,CO20220520,Rental,69255.57,2025-10-01,2025-12-31,2025-08-09,10045923,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353231,2631000865,CO20220520,Rental,69255.57,2025-10-01,2025-12-31,2025-08-09,10045924,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353231,2631000865,CO20220520,Rental,69255.57,2025-10-01,2025-12-31,2025-08-09,10045925,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353231,2631000865,CO20220520,Rental,69255.57,2025-10-01,2025-12-31,2025-08-09,10045947,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353231,2631000865,CO20220520,Rental,69255.57,2025-10-01,2025-12-31,2025-08-09,10045948,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353231,2631000865,CO20220520,Rental,69255.57,2025-10-01,2025-12-31,2025-08-09,10045949,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353231,2631000865,CO20220520,Rental,69255.57,2025-10-01,2025-12-31,2025-08-09,10045950,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353231,2631000865,CO20220520,Rental,69255.57,2025-10-01,2025-12-31,2025-08-09,10045951,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353231,2631000865,CO20220520,Rental,69255.57,2025-10-01,2025-12-31,2025-08-09,10045952,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353231,2631000865,CO20220520,Rental,69255.57,2025-10-01,2025-12-31,2025-08-09,10045953,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353231,2631000865,CO20220520,Rental,69255.57,2025-10-01,2025-12-31,2025-08-09,10045954,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353231,2631000865,CO20220520,Rental,69255.57,2025-10-01,2025-12-31,2025-08-09,10045955,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353231,2631000865,CO20220520,Rental,69255.57,2025-10-01,2025-12-31,2025-08-09,10045956,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353231,2631000865,CO20220520,Rental,69255.57,2025-10-01,2025-12-31,2025-08-09,10045957,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353231,2631000865,CO20220520,Rental,69255.57,2025-10-01,2025-12-31,2025-08-09,10045958,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353231,2631000865,CO20220520,Rental,69255.57,2025-10-01,2025-12-31,2025-08-09,10045959,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353231,2631000865,CO20220520,Rental,69255.57,2025-10-01,2025-12-31,2025-08-09,10045960,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353231,2631000865,CO20220520,Rental,69255.57,2025-10-01,2025-12-31,2025-08-09,10045961,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353231,2631000865,CO20220520,Rental,69255.57,2025-10-01,2025-12-31,2025-08-09,10045962,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353231,2631000865,CO20220520,Rental,69255.57,2025-10-01,2025-12-31,2025-08-09,10045969,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353231,2631000865,CO20220520,Rental,69255.57,2025-10-01,2025-12-31,2025-08-09,10045970,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353231,2631000865,CO20220520,Rental,69255.57,2025-10-01,2025-12-31,2025-08-09,10045971,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353231,2631000865,CO20220520,Rental,69255.57,2025-10-01,2025-12-31,2025-08-09,10045972,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353231,2631000865,CO20220520,Rental,69255.57,2025-10-01,2025-12-31,2025-08-09,10045983,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353231,2631000865,CO20220520,Rental,69255.57,2025-10-01,2025-12-31,2025-08-09,10045984,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353231,2631000865,CO20220520,Rental,69255.57,2025-10-01,2025-12-31,2025-08-09,10045985,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353231,2631000865,CO20220520,Rental,69255.57,2025-10-01,2025-12-31,2025-08-09,10045986,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353231,2631000865,CO20220520,Rental,69255.57,2025-10-01,2025-12-31,2025-08-09,10045987,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353231,2631000865,CO20220520,Rental,69255.57,2025-10-01,2025-12-31,2025-08-09,10045988,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353231,2631000865,CO20220520,Rental,69255.57,2025-10-01,2025-12-31,2025-08-09,10045989,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353231,2631000865,CO20220520,Rental,69255.57,2025-10-01,2025-12-31,2025-08-09,10045990,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353231,2631000865,CO20220520,Rental,69255.57,2025-10-01,2025-12-31,2025-08-09,10045991,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353231,2631000865,CO20220520,Rental,69255.57,2025-10-01,2025-12-31,2025-08-09,10046018,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353231,2631000865,CO20220520,Rental,69255.57,2025-10-01,2025-12-31,2025-08-09,10046019,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353231,2631000865,CO20220520,Rental,69255.57,2025-10-01,2025-12-31,2025-08-09,10046020,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353231,2631000865,CO20220520,Rental,69255.57,2025-10-01,2025-12-31,2025-08-09,10046021,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353231,2631000865,CO20220520,Rental,69255.57,2025-10-01,2025-12-31,2025-08-09,10046022,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353231,2631000865,CO20220520,Rental,69255.57,2025-10-01,2025-12-31,2025-08-09,10046023,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353231,2631000865,CO20220520,Rental,69255.57,2025-10-01,2025-12-31,2025-08-09,10046107,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353231,2631000865,CO20220520,Rental,69255.57,2025-10-01,2025-12-31,2025-08-09,10046108,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353231,2631000865,CO20220520,Rental,69255.57,2025-10-01,2025-12-31,2025-08-09,10046109,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353231,2631000865,CO20220520,Rental,69255.57,2025-10-01,2025-12-31,2025-08-09,10046110,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353231,2631000865,CO20220520,Rental,69255.57,2025-10-01,2025-12-31,2025-08-09,10046120,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353231,2631000865,CO20220520,Rental,69255.57,2025-10-01,2025-12-31,2025-08-09,10861509,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353284,2631000868,CO20220628,Rental,3582.36,2025-10-01,2025-12-31,2025-08-09,10045963,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353284,2631000868,CO20220628,Rental,3582.36,2025-10-01,2025-12-31,2025-08-09,10045964,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353284,2631000868,CO20220628,Rental,3582.36,2025-10-01,2025-12-31,2025-08-09,10045965,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353284,2631000868,CO20220628,Rental,3582.36,2025-10-01,2025-12-31,2025-08-09,10045966,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353284,2631000868,CO20220628,Rental,3582.36,2025-10-01,2025-12-31,2025-08-09,10045967,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353284,2631000868,CO20220628,Rental,3582.36,2025-10-01,2025-12-31,2025-08-09,10045968,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353823,2631900020,CO20221205,Rental,18008.4,2025-10-01,2025-12-31,2025-10-13,10865617,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353819,2631000890,CO20221205,Rental,40670.88,2025-10-01,2025-12-31,2025-10-13,10030136,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353819,2631000890,CO20221205,Rental,40670.88,2025-10-01,2025-12-31,2025-10-13,10030137,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
SINV-353819,2631000890,CO20221205,Rental,40670.88,2025-10-01,2025-12-31,2025-10-13,10030138,,AGI Ground Inc,"TCR Americas, LLC, - ATS",Quarterly,Net-30
